timestamp_ns	dev_addr	fcnt	gw_id	src_ip	tenant_id
1774860103195430300	2153229726	0	1	10.0.1.1	2
1774860103203346698	3114932982	0	1	10.0.1.1	2
1774860103203920433	4131567516	0	1	10.0.1.1	2
1774860103210170099	3839331453	0	1	10.0.1.1	2
1774860103210405497	3422683474	0	9	10.0.1.9	2
1774860103211028744	4152521407	0	1	10.0.1.1	2
1774860103216689306	2503800117	0	1	10.0.1.1	2
1774860103217292188	3122508498	0	9	10.0.1.9	2
1774860103219691783	3369846472	0	1	10.0.1.1	2
1774860103220661588	2767270175	0	1	10.0.1.1	2
1774860103221423983	3650150289	0	1	10.0.1.1	2
1774860103225562626	3207900807	0	1	10.0.1.1	2
1774860103229153360	2839663972	0	1	10.0.1.1	2
1774860103234295569	2320231213	0	9	10.0.1.9	2
1774860103234532070	3942691100	0	1	10.0.1.1	2
1774860103234772139	2644575075	0	8	10.0.1.8	2
1774860103235043550	3771558599	0	1	10.0.1.1	2
1774860103235254719	3657137927	0	8	10.0.1.8	2
1774860103235450719	2726254168	0	9	10.0.1.9	2
1774860103235650929	3157876470	0	1	10.0.1.1	2
1774860103235848129	3546589632	0	9	10.0.1.9	2
1774860103236032750	3489785493	0	8	10.0.1.8	2
1774860103236350693	2772958217	0	4	10.0.1.4	2
1774860103237031383	4098282381	0	3	10.0.1.3	2
1774860103238014702	2300835112	0	3	10.0.1.3	2
1774860103241119842	3567363409	0	4	10.0.1.4	2
1774860103246157588	4189281643	0	8	10.0.1.8	2
1774860103246674473	3755858112	0	4	10.0.1.4	2
1774860103247127503	3591197355	0	8	10.0.1.8	2
1774860103247506669	2233084031	0	3	10.0.1.3	2
1774860103249484936	2233880512	0	8	10.0.1.8	2
1774860103250513765	2414531090	0	4	10.0.1.4	2
1774860103254847406	4114734977	0	3	10.0.1.3	2
1774860103258932957	3060462637	0	5	10.0.1.5	2
1774860103262985581	4213172001	0	5	10.0.1.5	2
1774860103263769278	4294049061	0	5	10.0.1.5	2
1774860103318014624	2153229726	1	1	10.0.1.1	2
1774860103322167967	3114932982	1	1	10.0.1.1	2
1774860103322485158	4131567516	1	1	10.0.1.1	2
1774860103322723337	3839331453	1	1	10.0.1.1	2
1774860103322966691	4152521407	1	1	10.0.1.1	2
1774860103323267034	2503800117	1	1	10.0.1.1	2
1774860103325259792	3369846472	1	1	10.0.1.1	2
1774860103325872336	2767270175	1	1	10.0.1.1	2
1774860103326227928	3650150289	1	1	10.0.1.1	2
1774860103327765027	3207900807	1	1	10.0.1.1	2
1774860103330144865	2839663972	1	1	10.0.1.1	2
1774860103330401460	3942691100	1	1	10.0.1.1	2
1774860103331128069	2308684240	0	7	10.0.1.7	2
1774860103332746111	3665659741	0	7	10.0.1.7	2
1774860103335136307	4098282381	0	7	10.0.1.7	2
1774860103340199045	3626408380	0	7	10.0.1.7	2
1774860103341433861	3771558599	1	1	10.0.1.1	2
1774860103342040255	4171865461	0	7	10.0.1.7	2
1774860103342618148	3157876470	1	1	10.0.1.1	2
1774860103344187082	3075258144	0	7	10.0.1.7	2
1774860103346075318	2685144632	0	7	10.0.1.7	2
1774860103347091877	3382714327	0	7	10.0.1.7	2
1774860103351797719	3422683474	1	9	10.0.1.9	2
1774860103355947443	3122508498	1	9	10.0.1.9	2
1774860103357401283	3538268626	0	2	10.0.1.2	2
1774860103359946320	3922660550	0	2	10.0.1.2	2
1774860103361414509	2808074978	0	2	10.0.1.2	2
1774860103363696269	2320231213	1	9	10.0.1.9	2
1774860103366105603	3222239470	0	2	10.0.1.2	2
1774860103368208302	2726254168	1	9	10.0.1.9	2
1774860103369612733	3546589632	1	9	10.0.1.9	2
1774860103370974342	3316922459	0	6	10.0.1.6	2
1774860103376015950	2644575075	1	3	10.0.1.3	2
1774860103382813798	3657137927	1	3	10.0.1.3	2
1774860103384029887	4098282381	1	3	10.0.1.3	2
1774860103384674573	2300835112	1	3	10.0.1.3	2
1774860103387088969	2343606647	0	6	10.0.1.6	2
1774860103389441273	2233084031	1	3	10.0.1.3	2
1774860103391462453	2233880512	1	3	10.0.1.3	2
1774860103392154713	4114734977	1	3	10.0.1.3	2
1774860103394530704	3489785493	1	8	10.0.1.8	2
1774860103397181482	4189281643	1	8	10.0.1.8	2
1774860103397524610	3591197355	1	8	10.0.1.8	2
1774860103400706762	2772958217	1	4	10.0.1.4	2
1774860103402471761	3623631527	0	10	10.0.1.10	2
1774860103403456073	3567363409	1	4	10.0.1.4	2
1774860103405092351	3755858112	1	4	10.0.1.4	2
1774860103409319889	2414531090	1	4	10.0.1.4	2
1774860103417397593	3060462637	1	5	10.0.1.5	2
1774860103420971302	4213172001	1	5	10.0.1.5	2
1774860103421762102	4294049061	1	5	10.0.1.5	2
1774860103448179740	2308684240	1	7	10.0.1.7	2
1774860103448562845	3665659741	1	7	10.0.1.7	2
1774860103448787306	4098282381	1	7	10.0.1.7	2
1774860103450321267	3626408380	1	7	10.0.1.7	2
1774860103450912216	4171865461	1	7	10.0.1.7	2
1774860103451861415	3075258144	1	7	10.0.1.7	2
1774860103468285275	2685144632	1	7	10.0.1.7	2
1774860103468569793	2153229726	2	1	10.0.1.1	2
1774860103468828905	3382714327	1	7	10.0.1.7	2
1774860103469039865	3114932982	2	1	10.0.1.1	2
1774860103469247799	4131567516	2	1	10.0.1.1	2
1774860103469508040	3839331453	2	1	10.0.1.1	2
1774860103469698087	4152521407	2	1	10.0.1.1	2
1774860103469925679	2503800117	2	1	10.0.1.1	2
1774860103470144854	3369846472	2	1	10.0.1.1	2
1774860103471189825	2767270175	2	1	10.0.1.1	2
1774860103472295440	3650150289	2	1	10.0.1.1	2
1774860103473027596	3207900807	2	1	10.0.1.1	2
1774860103473282484	2839663972	2	1	10.0.1.1	2
1774860103473494258	3942691100	2	1	10.0.1.1	2
1774860103474373865	3771558599	2	1	10.0.1.1	2
1774860103474663560	3157876470	2	1	10.0.1.1	2
1774860103474933006	3422683474	2	9	10.0.1.9	2
1774860103475150245	3538268626	1	2	10.0.1.2	2
1774860103476246351	3122508498	2	9	10.0.1.9	2
1774860103478247532	3922660550	1	2	10.0.1.2	2
1774860103479688963	2808074978	1	2	10.0.1.2	2
1774860103486442468	3222239470	1	2	10.0.1.2	2
1774860103496319457	2320231213	2	9	10.0.1.9	2
1774860103496609710	2726254168	2	9	10.0.1.9	2
1774860103497208511	3546589632	2	9	10.0.1.9	2
1774860103497603153	2644575075	2	3	10.0.1.3	2
1774860103498006967	3657137927	2	3	10.0.1.3	2
1774860103498368713	4098282381	2	3	10.0.1.3	2
1774860103498760550	2300835112	2	3	10.0.1.3	2
1774860103499778060	3489785493	2	8	10.0.1.8	2
1774860103503033385	3316922459	1	6	10.0.1.6	2
1774860103506264364	4189281643	2	8	10.0.1.8	2
1774860103506665816	2233084031	2	3	10.0.1.3	2
1774860103507379391	3591197355	2	8	10.0.1.8	2
1774860103509291293	2233880512	2	8	10.0.1.8	2
1774860103513744204	4114734977	2	3	10.0.1.3	2
1774860103514478481	2343606647	1	6	10.0.1.6	2
1774860103517155288	3623631527	1	10	10.0.1.10	2
1774860103521750460	2772958217	2	4	10.0.1.4	2
1774860103523272903	3567363409	2	4	10.0.1.4	2
1774860103524237322	3755858112	2	4	10.0.1.4	2
1774860103525236165	2414531090	2	4	10.0.1.4	2
1774860103586511436	3060462637	2	5	10.0.1.5	2
1774860103591489644	2153229726	3	1	10.0.1.1	2
1774860103592260811	3114932982	3	1	10.0.1.1	2
1774860103596335924	4131567516	3	1	10.0.1.1	2
1774860103596744778	4213172001	2	5	10.0.1.5	2
1774860103597147805	3839331453	3	1	10.0.1.1	2
1774860103599013786	4294049061	2	5	10.0.1.5	2
1774860103599635847	4152521407	3	1	10.0.1.1	2
1774860103602248465	2503800117	3	1	10.0.1.1	2
1774860103604072154	3538268626	2	2	10.0.1.2	2
1774860103604752518	3369846472	3	1	10.0.1.1	2
1774860103605782314	2767270175	3	1	10.0.1.1	2
1774860103613880099	3650150289	3	1	10.0.1.1	2
1774860103615037043	3922660550	2	2	10.0.1.2	2
1774860103617041896	3207900807	3	1	10.0.1.1	2
1774860103617743030	2808074978	2	2	10.0.1.2	2
1774860103619274278	2839663972	3	1	10.0.1.1	2
1774860103622685988	2308684240	2	7	10.0.1.7	2
1774860103623016886	3942691100	3	1	10.0.1.1	2
1774860103623430955	4171865461	2	2	10.0.1.2	2
1774860103624326668	3222239470	2	2	10.0.1.2	2
1774860103624634511	3771558599	3	1	10.0.1.1	2
1774860103625157432	3157876470	3	1	10.0.1.1	2
1774860103626442682	3382714327	2	2	10.0.1.2	2
1774860103628590486	3665659741	2	7	10.0.1.7	2
1774860103630957172	4098282381	2	7	10.0.1.7	2
1774860103634033290	3626408380	2	7	10.0.1.7	2
1774860103635912944	3075258144	2	7	10.0.1.7	2
1774860103637124063	2685144632	2	7	10.0.1.7	2
1774860103638696138	2644575075	3	8	10.0.1.8	2
1774860103639334591	3657137927	3	8	10.0.1.8	2
1774860103640276153	3489785493	3	8	10.0.1.8	2
1774860103641489356	2320231213	3	8	10.0.1.8	2
1774860103642447300	4189281643	3	8	10.0.1.8	2
1774860103643057319	3591197355	3	8	10.0.1.8	2
1774860103643308232	2726254168	3	8	10.0.1.8	2
1774860103643583787	2233880512	3	8	10.0.1.8	2
1774860103647748007	3422683474	3	3	10.0.1.3	2
1774860103648169260	3546589632	3	8	10.0.1.8	2
1774860103650720869	4098282381	3	3	10.0.1.3	2
1774860103651026597	3122508498	3	9	10.0.1.9	2
1774860103651462913	2300835112	3	3	10.0.1.3	2
1774860103656855396	2233084031	3	3	10.0.1.3	2
1774860103660766773	4114734977	3	3	10.0.1.3	2
1774860103664534584	3316922459	2	6	10.0.1.6	2
1774860103669351954	3623631527	2	10	10.0.1.10	2
1774860103675283758	2343606647	2	6	10.0.1.6	2
1774860103677441492	2772958217	3	4	10.0.1.4	2
1774860103679161858	3567363409	3	4	10.0.1.4	2
1774860103679958170	3755858112	3	4	10.0.1.4	2
1774860103680980429	2414531090	3	4	10.0.1.4	2
1774860103718649907	2153229726	4	1	10.0.1.1	2
1774860103719325110	3114932982	4	1	10.0.1.1	2
1774860103720280184	4131567516	4	1	10.0.1.1	2
1774860103721188379	3839331453	4	1	10.0.1.1	2
1774860103722261348	4152521407	4	1	10.0.1.1	2
1774860103723061491	2503800117	4	1	10.0.1.1	2
1774860103724076083	3369846472	4	1	10.0.1.1	2
1774860103724474157	2767270175	4	1	10.0.1.1	2
1774860103724842072	3650150289	4	1	10.0.1.1	2
1774860103725443661	3207900807	4	1	10.0.1.1	2
1774860103725809511	2839663972	4	1	10.0.1.1	2
1774860103726864538	3942691100	4	1	10.0.1.1	2
1774860103727450256	3771558599	4	1	10.0.1.1	2
1774860103727797309	3157876470	4	1	10.0.1.1	2
1774860103729774536	3060462637	3	5	10.0.1.5	2
1774860103736162956	4213172001	3	5	10.0.1.5	2
1774860103737062461	4294049061	3	5	10.0.1.5	2
1774860103741200128	3538268626	3	2	10.0.1.2	2
1774860103742690734	3922660550	3	2	10.0.1.2	2
1774860103743619746	2808074978	3	2	10.0.1.2	2
1774860103745510396	4171865461	3	2	10.0.1.2	2
1774860103745996807	3222239470	3	2	10.0.1.2	2
1774860103747738554	3382714327	3	2	10.0.1.2	2
1774860103749435972	2644575075	4	8	10.0.1.8	2
1774860103749793768	3657137927	4	8	10.0.1.8	2
1774860103750803577	3489785493	4	8	10.0.1.8	2
1774860103752276112	2320231213	4	8	10.0.1.8	2
1774860103752655902	2308684240	3	7	10.0.1.7	2
1774860103755384401	3665659741	3	7	10.0.1.7	2
1774860103755851034	4189281643	4	8	10.0.1.8	2
1774860103756796206	3591197355	4	8	10.0.1.8	2
1774860103757811940	2726254168	4	8	10.0.1.8	2
1774860103758741510	2233880512	4	8	10.0.1.8	2
1774860103760891716	4098282381	3	7	10.0.1.7	2
1774860103762230619	3546589632	4	8	10.0.1.8	2
1774860103765660912	3626408380	3	7	10.0.1.7	2
1774860103768641875	3075258144	3	7	10.0.1.7	2
1774860103770799415	2685144632	3	7	10.0.1.7	2
1774860103774313882	3422683474	4	3	10.0.1.3	2
1774860103776072306	4098282381	4	3	10.0.1.3	2
1774860103776842227	2300835112	4	3	10.0.1.3	2
1774860103778957684	3623631527	3	10	10.0.1.10	2
1774860103783497325	2233084031	4	3	10.0.1.3	2
1774860103784681279	3122508498	4	9	10.0.1.9	2
1774860103790904428	4114734977	4	3	10.0.1.3	2
1774860103793955829	3316922459	3	6	10.0.1.6	2
1774860103800717825	2343606647	3	6	10.0.1.6	2
1774860103801668347	2772958217	4	4	10.0.1.4	2
1774860103804249718	3567363409	4	4	10.0.1.4	2
1774860103805304345	3755858112	4	4	10.0.1.4	2
1774860103806279877	2414531090	4	4	10.0.1.4	2
1774860103882167998	2153229726	5	1	10.0.1.1	2
1774860103892464824	3114932982	5	1	10.0.1.1	2
1774860103892912877	3060462637	4	5	10.0.1.5	2
1774860103894550245	4131567516	5	1	10.0.1.1	2
1774860103895329195	3839331453	5	1	10.0.1.1	2
1774860103896765844	4152521407	5	1	10.0.1.1	2
1774860103900118883	2503800117	5	1	10.0.1.1	2
1774860103901627814	3369846472	5	1	10.0.1.1	2
1774860103902555507	2767270175	5	1	10.0.1.1	2
1774860103903108151	4213172001	4	5	10.0.1.5	2
1774860103903565470	3650150289	5	1	10.0.1.1	2
1774860103905199168	4294049061	4	5	10.0.1.5	2
1774860103905895184	3207900807	5	1	10.0.1.1	2
1774860103906246021	2839663972	5	1	10.0.1.1	2
1774860103907798106	3942691100	5	1	10.0.1.1	2
1774860103908850776	3771558599	5	1	10.0.1.1	2
1774860103909184207	3157876470	5	1	10.0.1.1	2
1774860103909728577	2644575075	5	8	10.0.1.8	2
1774860103910233337	3657137927	5	8	10.0.1.8	2
1774860103911393607	3489785493	5	8	10.0.1.8	2
1774860103912684472	2320231213	5	8	10.0.1.8	2
1774860103913979962	4189281643	5	8	10.0.1.8	2
1774860103914474027	3591197355	5	8	10.0.1.8	2
