timestamp_ns	dev_addr	fcnt	gw_id	src_ip
1774860970985989139	3241424006	9	2	10.0.1.2
1774860970986395240	858302800	9	2	10.0.1.2
1774860970986865344	2858622573	9	2	10.0.1.2
1774860970987321063	2016996413	9	2	10.0.1.2
1774860970987785448	2708439015	9	2	10.0.1.2
1774860971022471451	988493675	9	4	10.0.1.4
1774860971030200869	50818990	9	4	10.0.1.4
1774860971030792598	3564894126	9	4	10.0.1.4
1774860971031328819	3003182825	9	4	10.0.1.4
1774860971031571931	3606737687	9	4	10.0.1.4
1774860971032021088	2107002899	9	4	10.0.1.4
1774860971032248341	3959232199	9	4	10.0.1.4
1774860971032511517	2083919442	9	4	10.0.1.4
1774860971032736534	2229640354	9	4	10.0.1.4
1774860971033001987	232792703	9	4	10.0.1.4
1774860971033328018	3836325298	9	4	10.0.1.4
1774860971045150957	414743068	9	3	10.0.1.3
1774860971047820403	2206755353	9	3	10.0.1.3
1774860971048974276	3394290607	9	3	10.0.1.3
1774860971049594029	2067026700	9	3	10.0.1.3
1774860971050886391	570084675	9	3	10.0.1.3
1774860971053237194	477672769	9	1	10.0.1.1
1774860971054138091	2576063033	9	1	10.0.1.1
1774860971056283640	1707991444	9	1	10.0.1.1
1774860971058120624	2296563577	9	1	10.0.1.1
1774860971059162093	1377571547	9	1	10.0.1.1
1774860971060874124	4030909294	9	1	10.0.1.1
1774860971062931532	3428610663	9	1	10.0.1.1
1774860971081676325	2898369394	10	5	10.0.1.5
1774860971082270211	655392398	10	5	10.0.1.5
1774860971083366797	4018635622	10	5	10.0.1.5
1774860971083779460	488757598	10	5	10.0.1.5
1774860971084289563	2626208332	10	5	10.0.1.5
1774860971084755453	2745779158	10	5	10.0.1.5
1774860971085235226	1856183813	10	5	10.0.1.5
1774860971085662180	2076378537	10	5	10.0.1.5
1774860971086190903	3808189964	10	5	10.0.1.5
1774860971086593591	2901564217	10	5	10.0.1.5
1774860971087106624	1151514516	10	5	10.0.1.5
1774860971087476926	247694516	10	5	10.0.1.5
1774860971088058619	383471470	10	5	10.0.1.5
1774860971088617372	4259642430	10	5	10.0.1.5
1774860971089127410	933218567	10	5	10.0.1.5
1774860971089497473	2889841059	10	5	10.0.1.5
1774860971090108549	1564538605	10	5	10.0.1.5
1774860971120591823	1753606377	10	2	10.0.1.2
1774860971121287951	4119844090	10	2	10.0.1.2
1774860971122319698	3909572108	10	2	10.0.1.2
1774860971123256674	704937175	10	2	10.0.1.2
1774860971123971219	599416365	10	2	10.0.1.2
1774860971124474662	3241424006	10	2	10.0.1.2
1774860971124904347	858302800	10	2	10.0.1.2
1774860971125426228	2858622573	10	2	10.0.1.2
1774860971126010280	2016996413	10	2	10.0.1.2
1774860971126394776	2708439015	10	2	10.0.1.2
1774860971160608422	988493675	10	4	10.0.1.4
1774860971162715325	50818990	10	4	10.0.1.4
1774860971164112607	3564894126	10	4	10.0.1.4
1774860971165672512	3003182825	10	4	10.0.1.4
1774860971167411259	3606737687	10	4	10.0.1.4
1774860971168329562	2107002899	10	4	10.0.1.4
1774860971169159919	3959232199	10	4	10.0.1.4
1774860971171184327	2083919442	10	4	10.0.1.4
1774860971172027193	2229640354	10	4	10.0.1.4
1774860971173186896	232792703	10	4	10.0.1.4
1774860971174488074	3836325298	10	4	10.0.1.4
1774860971184161658	477672769	10	1	10.0.1.1
1774860971184855009	2576063033	10	1	10.0.1.1
1774860971187795424	414743068	10	3	10.0.1.3
1774860971189081547	1707991444	10	1	10.0.1.1
1774860971191594874	2296563577	10	1	10.0.1.1
1774860971192954461	1377571547	10	1	10.0.1.1
1774860971195664656	2206755353	10	3	10.0.1.3
1774860971197001008	4030909294	10	1	10.0.1.1
1774860971198810795	3394290607	10	3	10.0.1.3
1774860971199770184	2067026700	10	3	10.0.1.3
1774860971201273281	570084675	10	3	10.0.1.3
1774860971202485405	3428610663	10	1	10.0.1.1
1774860971217622457	2898369394	11	5	10.0.1.5
1774860971218249879	655392398	11	5	10.0.1.5
1774860971218782198	4018635622	11	5	10.0.1.5
1774860971219453675	488757598	11	5	10.0.1.5
1774860971220004088	2626208332	11	5	10.0.1.5
1774860971220652357	2745779158	11	5	10.0.1.5
1774860971221384488	1856183813	11	5	10.0.1.5
1774860971221942377	2076378537	11	5	10.0.1.5
1774860971222684698	3808189964	11	5	10.0.1.5
1774860971223644620	2901564217	11	5	10.0.1.5
1774860971223903844	1151514516	11	5	10.0.1.5
1774860971224494243	247694516	11	5	10.0.1.5
1774860971225053952	383471470	11	5	10.0.1.5
1774860971225714034	4259642430	11	5	10.0.1.5
1774860971226201541	933218567	11	5	10.0.1.5
1774860971226753848	2889841059	11	5	10.0.1.5
1774860971227255129	1564538605	11	5	10.0.1.5
1774860971252491718	1753606377	11	2	10.0.1.2
1774860971253360508	4119844090	11	2	10.0.1.2
1774860971254853146	3909572108	11	2	10.0.1.2
1774860971255648298	704937175	11	2	10.0.1.2
1774860971256751280	599416365	11	2	10.0.1.2
1774860971257331384	3241424006	11	2	10.0.1.2
1774860971258092377	858302800	11	2	10.0.1.2
1774860971258515348	2858622573	11	2	10.0.1.2
1774860971259064808	2016996413	11	2	10.0.1.2
1774860971259573127	2708439015	11	2	10.0.1.2
1774860971305000246	988493675	11	4	10.0.1.4
1774860971306793504	50818990	11	4	10.0.1.4
1774860971307286117	3564894126	11	4	10.0.1.4
1774860971308202155	3003182825	11	4	10.0.1.4
1774860971309430209	3606737687	11	4	10.0.1.4
1774860971310153690	2107002899	11	4	10.0.1.4
1774860971310899182	3959232199	11	4	10.0.1.4
1774860971312365660	2083919442	11	4	10.0.1.4
1774860971313086266	2229640354	11	4	10.0.1.4
1774860971313721400	232792703	11	4	10.0.1.4
1774860971315033512	3836325298	11	4	10.0.1.4
1774860971318505270	477672769	11	1	10.0.1.1
1774860971319817333	2576063033	11	1	10.0.1.1
1774860971324096995	414743068	11	3	10.0.1.3
1774860971325163479	1707991444	11	1	10.0.1.1
1774860971329262631	2296563577	11	1	10.0.1.1
1774860971331049797	1377571547	11	1	10.0.1.1
1774860971332237057	2206755353	11	3	10.0.1.3
1774860971334607461	3394290607	11	3	10.0.1.3
