timestamp_ns	dev_addr	fcnt	gw_id	src_ip	tenant_id
1776139589430306300	1955158624	0	1	10.0.1.1	1
1776139589432518729	1870314309	0	1	10.0.1.1	1
1776139589439051134	2082966362	0	1	10.0.1.1	1
1776139589442203368	1678312776	0	1	10.0.1.1	1
1776139589456504105	1338439372	0	1	10.0.1.1	1
1776139589460457962	853588939	0	1	10.0.1.1	1
1776139589462402373	172475835	0	3	10.0.1.3	1
1776139589466638124	1448171685	0	3	10.0.1.3	1
1776139589466879670	1161823047	0	10	10.0.1.10	1
1776139589467171379	705589223	0	1	10.0.1.1	1
1776139589467413060	1047859235	0	3	10.0.1.3	1
1776139589467615570	504165263	0	10	10.0.1.10	1
1776139589468294267	1469736883	0	10	10.0.1.10	1
1776139589468540377	488523065	0	10	10.0.1.10	1
1776139589472200407	1632881477	0	10	10.0.1.10	1
1776139589472549029	1511594041	0	3	10.0.1.3	1
1776139589482386498	62163760	0	10	10.0.1.10	1
1776139589482758081	357265650	0	3	10.0.1.3	1
1776139589483010129	617141710	0	1	10.0.1.1	1
1776139589483230190	120515122	0	3	10.0.1.3	1
1776139589483474838	643098500	0	1	10.0.1.1	1
1776139589483675886	524410000	0	3	10.0.1.3	1
1776139589483869065	884874386	0	10	10.0.1.10	1
1776139589484742048	1467020342	0	10	10.0.1.10	1
1776139589485185555	769794169	0	1	10.0.1.1	1
1776139589485610995	1068732279	0	10	10.0.1.10	1
1776139589485903761	1464155146	0	1	10.0.1.1	1
1776139589486504092	1252320409	0	10	10.0.1.10	1
1776139589486954867	1308873641	0	1	10.0.1.1	1
1776139589488508684	498620881	0	3	10.0.1.3	1
1776139589489525489	821507630	0	1	10.0.1.1	1
1776139589490325018	986920129	0	10	10.0.1.10	1
1776139589492777881	32958717	0	6	10.0.1.6	1
1776139589493246671	309571400	0	6	10.0.1.6	1
1776139589494159605	160692447	0	6	10.0.1.6	1
1776139589495924543	569132089	0	6	10.0.1.6	1
1776139589499324020	1145945195	0	6	10.0.1.6	1
1776139589499685921	1346040980	0	9	10.0.1.9	1
1776139589501464645	1325984103	0	6	10.0.1.6	1
1776139589503790257	215837656	0	6	10.0.1.6	1
1776139589511532538	1369889763	0	6	10.0.1.6	1
1776139589521644824	194088143	0	4	10.0.1.4	1
1776139589521882401	2100964273	0	4	10.0.1.4	1
1776139589523100704	696589296	0	4	10.0.1.4	1
1776139589523768109	924892836	0	4	10.0.1.4	1
1776139589524853078	386669227	0	4	10.0.1.4	1
1776139589579191479	2048999174	0	5	10.0.1.5	1
1776139589579783996	1905760050	0	5	10.0.1.5	1
1776139589590135195	375958582	0	5	10.0.1.5	1
1776139589593283731	214129242	0	2	10.0.1.2	1
1776139589602597933	1955158624	1	1	10.0.1.1	1
1776139589603862013	1870314309	1	10	10.0.1.10	1
1776139589606278443	2082966362	1	1	10.0.1.1	1
1776139589607499899	1678312776	1	1	10.0.1.1	1
1776139589609680277	1338439372	1	1	10.0.1.1	1
1776139589611122901	853588939	1	1	10.0.1.1	1
1776139589612973374	1161823047	1	10	10.0.1.10	1
1776139589614286378	705589223	1	1	10.0.1.1	1
1776139589615005929	504165263	1	10	10.0.1.10	1
1776139589615798014	1469736883	1	10	10.0.1.10	1
1776139589616520994	488523065	1	10	10.0.1.10	1
1776139589617298662	1632881477	1	10	10.0.1.10	1
1776139589618450175	1047859235	1	1	10.0.1.1	1
1776139589619962274	62163760	1	10	10.0.1.10	1
1776139589622420883	524410000	1	10	10.0.1.10	1
1776139589622836470	617141710	1	1	10.0.1.1	1
1776139589623230504	884874386	1	10	10.0.1.10	1
1776139589623737847	643098500	1	1	10.0.1.1	1
1776139589624192636	1467020342	1	10	10.0.1.10	1
1776139589625130473	1068732279	1	10	10.0.1.10	1
1776139589625831775	1252320409	1	10	10.0.1.10	1
1776139589626218705	769794169	1	1	10.0.1.1	1
1776139589627163855	1464155146	1	1	10.0.1.1	1
1776139589627557379	986920129	1	10	10.0.1.10	1
1776139589627963586	1308873641	1	1	10.0.1.1	1
1776139589628770787	821507630	1	1	10.0.1.1	1
1776139589634736445	172475835	1	3	10.0.1.3	1
1776139589635312307	1448171685	1	3	10.0.1.3	1
1776139589637906398	1346040980	1	9	10.0.1.9	1
1776139589639706608	32958717	1	6	10.0.1.6	1
1776139589640809783	309571400	1	6	10.0.1.6	1
1776139589642595757	1511594041	1	3	10.0.1.3	1
1776139589643717155	357265650	1	3	10.0.1.3	1
1776139589644074203	160692447	1	6	10.0.1.6	1
1776139589645948318	120515122	1	3	10.0.1.3	1
1776139589646248448	569132089	1	6	10.0.1.6	1
1776139589647751060	215837656	1	9	10.0.1.9	1
1776139589651808128	1145945195	1	6	10.0.1.6	1
1776139589652439724	498620881	1	3	10.0.1.3	1
1776139589654982213	1325984103	1	6	10.0.1.6	1
1776139589656249351	1369889763	1	9	10.0.1.9	1
1776139589666518251	194088143	1	4	10.0.1.4	1
1776139589666887082	2100964273	1	4	10.0.1.4	1
1776139589668384446	696589296	1	4	10.0.1.4	1
1776139589669180596	924892836	1	4	10.0.1.4	1
1776139589670329426	386669227	1	4	10.0.1.4	1
1776139589713419526	2048999174	1	5	10.0.1.5	1
1776139589713885712	1905760050	1	5	10.0.1.5	1
1776139589722178635	32958717	2	6	10.0.1.6	1
1776139589723750956	309571400	2	6	10.0.1.6	1
1776139589724798655	1870314309	2	6	10.0.1.6	1
1776139589728710699	160692447	2	6	10.0.1.6	1
1776139589730150780	1678312776	2	6	10.0.1.6	1
1776139589732573606	375958582	1	5	10.0.1.5	1
1776139589732939336	569132089	2	6	10.0.1.6	1
1776139589734753252	1161823047	2	10	10.0.1.10	1
1776139589736851539	504165263	2	10	10.0.1.10	1
1776139589738392326	1469736883	2	10	10.0.1.10	1
1776139589739582203	488523065	2	10	10.0.1.10	1
1776139589740644540	1632881477	2	10	10.0.1.10	1
1776139589740973986	1145945195	2	6	10.0.1.6	1
1776139589742053135	1955158624	2	1	10.0.1.1	1
1776139589745929843	62163760	2	10	10.0.1.10	1
1776139589746827012	1325984103	2	6	10.0.1.6	1
1776139589747578236	2082966362	2	1	10.0.1.1	1
1776139589750302505	215837656	2	6	10.0.1.6	1
1776139589750668079	524410000	2	10	10.0.1.10	1
1776139589751060394	1338439372	2	1	10.0.1.1	1
1776139589751745651	884874386	2	10	10.0.1.10	1
1776139589752030573	853588939	2	1	10.0.1.1	1
1776139589752452849	214129242	1	2	10.0.1.2	1
1776139589753167710	1467020342	2	10	10.0.1.10	1
1776139589754486271	1068732279	2	10	10.0.1.10	1
1776139589755812720	1252320409	2	10	10.0.1.10	1
1776139589756175355	705589223	2	1	10.0.1.1	1
1776139589756940137	120515122	2	6	10.0.1.6	1
1776139589758367204	986920129	2	10	10.0.1.10	1
1776139589759137863	769794169	2	6	10.0.1.6	1
1776139589761572351	1369889763	2	6	10.0.1.6	1
1776139589761927838	1047859235	2	1	10.0.1.1	1
1776139589766416424	617141710	2	1	10.0.1.1	1
1776139589766829392	643098500	2	1	10.0.1.1	1
1776139589770135224	1464155146	2	1	10.0.1.1	1
1776139589770816945	1308873641	2	1	10.0.1.1	1
1776139589771944652	821507630	2	1	10.0.1.1	1
1776139589777260414	172475835	2	3	10.0.1.3	1
1776139589778103441	1448171685	2	3	10.0.1.3	1
1776139589783024702	1511594041	2	3	10.0.1.3	1
1776139589783303004	357265650	2	3	10.0.1.3	1
1776139589786125616	498620881	2	3	10.0.1.3	1
1776139589792966034	1346040980	2	9	10.0.1.9	1
1776139589803384562	194088143	2	4	10.0.1.4	1
1776139589803725207	2100964273	2	4	10.0.1.4	1
1776139589805022972	696589296	2	4	10.0.1.4	1
1776139589805630906	924892836	2	4	10.0.1.4	1
1776139589806826357	386669227	2	4	10.0.1.4	1
1776139589842168809	32958717	3	6	10.0.1.6	1
1776139589842789763	309571400	3	6	10.0.1.6	1
1776139589843845608	1870314309	3	6	10.0.1.6	1
1776139589846051207	160692447	3	6	10.0.1.6	1
1776139589846619416	1678312776	3	6	10.0.1.6	1
1776139589847197972	569132089	3	6	10.0.1.6	1
1776139589852939155	1145945195	3	6	10.0.1.6	1
1776139589854840924	1325984103	3	6	10.0.1.6	1
1776139589855406455	1469736883	3	6	10.0.1.6	1
1776139589856468060	215837656	3	6	10.0.1.6	1
1776139589858804828	120515122	3	6	10.0.1.6	1
1776139589860310276	769794169	3	6	10.0.1.6	1
1776139589860874789	524410000	3	6	10.0.1.6	1
1776139589861226069	1068732279	3	6	10.0.1.6	1
1776139589861999233	1369889763	3	6	10.0.1.6	1
1776139589862698365	986920129	3	6	10.0.1.6	1
1776139589865752113	1955158624	3	1	10.0.1.1	1
1776139589869603679	2082966362	3	1	10.0.1.1	1
